userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2687,0.7867037057876587) (261,0.6922585368156433) (1125,0.6110833287239075) (1057,0.5951187014579773) (318,0.575461208820343) (708,0.5592771172523499) (2870,0.5332530736923218) (1654,0.5178988575935364) (2110,0.5073267817497253) (2124,0.4916037619113922) (920,0.4803987741470337) (2245,0.4681268334388733) (492,0.46188873052597046) (1643,0.4594762325286865) (2132,0.45333197712898254) (1290,0.4490864872932434) (2141,0.44360020756721497) (915,0.44146668910980225) (2083,0.4350317716598511) (2762,0.43454471230506897)*
55: (527,0.6368246674537659)* (527,0.6368246674537659)* (2858,0.608941912651062) (858,0.5027661919593811) (2028,0.501700758934021) (260,0.464059442281723) (1097,0.46320873498916626) (1097,0.46320873498916626) (2571,0.4567711055278778) (1573,0.44532662630081177) (832,0.44170939922332764) (1721,0.43229591846466064) (1721,0.43229591846466064) (2959,0.42536401748657227) (647,0.42172932624816895) (628,0.41641148924827576) (3219,0.4153071343898773) (2396,0.414594441652298) (1704,0.41358640789985657)* (3100,0.41182616353034973)
56: (593,0.47568023204803467) (1476,0.4643235206604004) (2959,0.4633128345012665) (3510,0.4616647958755493) (3578,0.44551804661750793) (1673,0.4297957718372345) (2501,0.4266912043094635) (356,0.42579567432403564) (3618,0.4255172312259674) (1914,0.4244288206100464) (223,0.4232126772403717) (1617,0.42240414023399353)* (3952,0.42122548818588257) (778,0.41098785400390625) (2712,0.4105203151702881) (1358,0.4059525728225708) (3178,0.404439240694046) (1060,0.40056949853897095) (293,0.3984139859676361) (3148,0.3980288803577423)
57: (3858,0.5825369358062744) (2894,0.5691053867340088) (1563,0.5517594814300537) (2687,0.5395273566246033) (45,0.5239771604537964) (735,0.5157778263092041) (492,0.5133406519889832) (2700,0.5122923254966736) (1057,0.5110913515090942) (3000,0.5050967335700989) (2712,0.500782310962677) (319,0.49664318561553955) (2337,0.4951283931732178) (3145,0.4903288185596466) (2678,0.4900294542312622) (3786,0.4889116585254669)* (3568,0.4833362102508545) (3943,0.4830488860607147) (3571,0.48219922184944153) (3318,0.4814978539943695)
58: (2687,0.5566823482513428) (2124,0.556273877620697)* (492,0.5465969443321228) (2110,0.5346450805664062) (2901,0.5204856395721436) (1476,0.503268301486969) (3701,0.49467653036117554) (1057,0.4918907880783081) (373,0.48524120450019836) (1297,0.4803241491317749) (45,0.475218266248703) (1480,0.46736472845077515) (2294,0.4661955237388611) (2294,0.4661955237388611) (921,0.4612855017185211) (3706,0.4537840187549591) (3770,0.4495037794113159) (735,0.44666919112205505) (2132,0.43763819336891174) (1238,0.43254992365837097)
59: (2132,0.5993438363075256) (915,0.5935230255126953) (921,0.5592947602272034) (1945,0.5159963369369507) (1238,0.5153178572654724) (948,0.4882522225379944) (1125,0.4834153354167938) (3097,0.4816814661026001) (3011,0.4766985774040222) (1082,0.4651215076446533) (1132,0.46133318543434143) (1963,0.458103746175766) (2065,0.45746132731437683) (3469,0.45714738965034485)* (2303,0.45680925250053406) (1131,0.4526115655899048) (1186,0.4486716389656067) (492,0.4485313892364502) (1230,0.44142889976501465) (2687,0.440300315618515)
60: (3806,0.476989209651947) (2687,0.4728168249130249) (2307,0.44916608929634094) (3883,0.4476287066936493) (1409,0.4373348355293274) (3269,0.435855895280838) (3633,0.42567530274391174) (828,0.4251907765865326) (2524,0.4232368469238281) (3436,0.4197981655597687) (276,0.41927412152290344) (2497,0.41926705837249756) (3263,0.4181536138057709) (2106,0.4155779480934143) (2494,0.41470104455947876) (3782,0.4104062020778656) (3299,0.40920257568359375) (2294,0.4076850712299347) (2294,0.4076850712299347) (2002,0.40655094385147095)
61: (3511,0.6178280115127563) (3324,0.608137309551239) (3616,0.6023432016372681) (3861,0.5872029066085815) (3597,0.5816512107849121) (3453,0.5790110230445862) (3515,0.5651864409446716) (3617,0.5540421009063721) (3624,0.5464026927947998) (3821,0.5297641158103943) (3536,0.5296643376350403) (3952,0.5131605863571167) (3754,0.5092340111732483) (2858,0.5057449340820312) (3454,0.5055937170982361) (3618,0.5040664076805115) (3785,0.4984980523586273)* (3326,0.4964524209499359) (3579,0.4957968294620514) (3751,0.49528828263282776)
62: (2110,0.4824744462966919) (1125,0.4670831859111786) (1186,0.45427390933036804) (492,0.4402526319026947) (261,0.4183488190174103) (915,0.41044747829437256) (971,0.4032122492790222) (2211,0.4025084972381592) (1643,0.4022866189479828) (373,0.3987939953804016) (2132,0.3987325131893158) (272,0.3963389992713928) (3211,0.395553320646286) (1057,0.3935811221599579) (537,0.3927769064903259) (1162,0.39225995540618896) (1683,0.3906530737876892) (2202,0.3903622329235077) (921,0.3902113735675812) (2101,0.388060986995697)
63: (3219,0.8507250547409058) (2492,0.7985116839408875) (2336,0.7892429828643799) (3618,0.7567731142044067) (2690,0.7537027597427368) (2997,0.7517859935760498) (3556,0.7472756505012512) (2959,0.7347962856292725) (2433,0.7315388321876526) (3786,0.72440105676651) (2718,0.7203680276870728) (2390,0.7111233472824097) (233,0.7100688815116882) (3157,0.7078373432159424) (3174,0.7009492516517639)* (3185,0.6965857744216919) (3179,0.6885817646980286) (3554,0.6883603930473328) (3203,0.6859509944915771) (3783,0.6743955016136169)
64: (2687,0.8228844404220581) (1476,0.7297617793083191) (2294,0.713799238204956) (2294,0.713799238204956) (708,0.6930520534515381) (2858,0.681376576423645)* (260,0.6647109389305115) (2571,0.656297504901886) (2124,0.6460927724838257) (2297,0.644988477230072) (2694,0.6435014605522156) (3753,0.6378783583641052) (2706,0.6343775391578674) (3785,0.6293107867240906) (1407,0.6262001991271973)* (2605,0.6234828233718872) (3285,0.6202459931373596) (532,0.6179541349411011) (2979,0.6122662425041199) (1573,0.6075056195259094)
65: (2989,0.5436375141143799) (2687,0.5254113674163818) (3269,0.4811711013317108) (494,0.46659737825393677) (1409,0.4662218987941742) (2294,0.4608933627605438) (2294,0.4608933627605438) (2409,0.4517606198787689) (3705,0.4482520520687103) (3401,0.44395163655281067) (225,0.44228237867355347) (257,0.4403243660926819) (1422,0.4391416907310486) (3804,0.43900132179260254) (303,0.4341409206390381) (647,0.4341174066066742) (3770,0.4269821047782898) (3257,0.42063817381858826) (828,0.4179516136646271) (1801,0.4174415171146393)
66: (318,0.5151966214179993) (920,0.49055951833724976) (1387,0.48031842708587646) (3178,0.47539517283439636) (3578,0.45870426297187805)* (1097,0.4545345902442932) (1097,0.4545345902442932) (3285,0.4493952691555023) (2605,0.43210500478744507) (2762,0.4318619966506958) (527,0.42862263321876526) (527,0.42862263321876526) (3752,0.42717841267585754) (3316,0.42467111349105835) (2699,0.422402024269104) (2707,0.4205663502216339) (3510,0.4123562276363373) (1619,0.4093671143054962) (2384,0.40648940205574036) (805,0.4055662155151367)
67: (2132,0.38495758175849915) (921,0.38427361845970154) (949,0.35789790749549866) (3011,0.35766854882240295) (3038,0.3498528003692627) (3475,0.34917566180229187) (1082,0.3485002815723419) (2303,0.34807729721069336) (915,0.3446965217590332) (948,0.33939647674560547) (3634,0.33805766701698303) (1162,0.3365131914615631) (1949,0.33350151777267456) (615,0.3300067186355591) (3789,0.3232294023036957) (898,0.3217271566390991) (1104,0.3213919401168823) (982,0.3207016885280609) (1217,0.3197145164012909) (3095,0.31860700249671936)
68: (915,0.8260177969932556) (2687,0.7938685417175293) (1186,0.7366774678230286) (1238,0.7115321755409241) (1131,0.7066958546638489) (2065,0.7009690999984741) (1057,0.693121612071991) (921,0.6645594239234924) (1125,0.6446160078048706) (272,0.6441177725791931) (1963,0.6202710270881653) (1096,0.6075458526611328) (708,0.5778279900550842) (45,0.5621252655982971) (3088,0.5620561242103577) (2110,0.5580849051475525) (2712,0.5532864332199097) (1081,0.5530886650085449) (2759,0.5233718752861023) (948,0.5173980593681335)
69: (1683,0.5720129609107971) (764,0.5661691427230835) (1643,0.5536638498306274) (1057,0.5430783629417419) (2283,0.526421070098877) (1633,0.517339825630188) (1186,0.5092334151268005) (373,0.5088749527931213) (1759,0.49899429082870483) (261,0.4835490584373474) (1650,0.48113197088241577) (1117,0.4797731935977936) (331,0.4793991446495056) (492,0.47716373205184937) (2501,0.47173255681991577) (45,0.46963801980018616) (3281,0.4628303050994873) (994,0.46121007204055786) (1914,0.4601515531539917) (2175,0.4570111632347107)
70: (3219,1.0671712160110474) (2712,0.9927024245262146) (2718,0.9580258131027222) (2759,0.9413829445838928) (2492,0.9170675277709961) (2433,0.9027162790298462) (223,0.8783554434776306)* (2687,0.8777784109115601) (3892,0.871130108833313) (2598,0.8589817881584167) (2714,0.8568089008331299) (2485,0.849742591381073) (3285,0.8366748690605164) (2997,0.8343763947486877)* (2690,0.8339791297912598) (2605,0.8276562690734863) (2502,0.8222876191139221) (3203,0.822185218334198) (2907,0.8220402598381042) (2188,0.8202821016311646)
72: (318,0.5193042755126953) (2858,0.4931104779243469) (2390,0.4802932143211365) (527,0.47279298305511475) (527,0.47279298305511475) (3185,0.46960005164146423) (150,0.4493175148963928)* (2384,0.44823142886161804) (3594,0.4481677711009979) (2762,0.44614216685295105) (3408,0.44439029693603516) (3408,0.44439029693603516) (3219,0.4378867745399475) (1721,0.42986589670181274) (1721,0.42986589670181274) (805,0.4243392050266266) (1914,0.4234270751476288) (3566,0.4180232584476471) (1619,0.4177153706550598) (920,0.416897177696228)
73: (2687,0.8216140866279602) (1476,0.7225508093833923) (2294,0.6658297777175903) (2294,0.6658297777175903) (2625,0.6101418733596802) (2124,0.6100072860717773) (2989,0.5949111580848694) (260,0.5670364499092102) (288,0.5642706751823425) (1261,0.5475471019744873)* (2409,0.5350873470306396) (3785,0.5334742665290833) (1379,0.5296061038970947) (3608,0.5266937017440796) (2450,0.526388943195343) (3869,0.5239373445510864) (3701,0.5222930908203125) (2540,0.5181034207344055) (2628,0.5168735384941101) (1918,0.5167968273162842)
74: (2132,0.6139451265335083) (492,0.5459722280502319) (1643,0.531093955039978) (1132,0.5149348378181458) (1131,0.5103620886802673) (2920,0.47916504740715027) (1423,0.4780539572238922) (915,0.4502009153366089) (272,0.42310237884521484) (1057,0.4139149785041809) (1633,0.4114155173301697) (2858,0.40950411558151245) (3011,0.4089950919151306) (1186,0.40729960799217224) (921,0.4069882035255432) (926,0.40625572204589844) (994,0.39938005805015564) (318,0.39856213331222534) (1217,0.3958764672279358) (824,0.39273858070373535)
75: (708,1.0350513458251953) (1654,0.9116392731666565)* (2031,0.8851062655448914) (2297,0.8771073818206787) (276,0.8688770532608032) (355,0.857787549495697) (2555,0.8405519723892212)* (813,0.8226161599159241) (2047,0.8189833164215088) (3400,0.816717803478241)* (1713,0.8092548251152039)* (241,0.8067946434020996) (1760,0.8049553036689758) (840,0.8024667501449585) (1707,0.8020113110542297)* (808,0.7994574904441833) (374,0.799336850643158) (489,0.7959927320480347) (1489,0.7950910329818726)* (1460,0.790137767791748)*
76: (2858,0.5050163865089417)* (2762,0.4282865524291992)* (1673,0.4145330786705017) (3618,0.41237759590148926) (3510,0.4089299738407135)* (3952,0.40183255076408386) (2028,0.3992910385131836) (527,0.3948386013507843) (527,0.3948386013507843) (2692,0.39356517791748047)* (1914,0.39064204692840576) (1060,0.3839953541755676) (2329,0.37930163741111755) (293,0.3756842315196991)* (2997,0.36927688121795654) (2712,0.36882859468460083) (246,0.3658698797225952) (3007,0.3641306757926941) (3408,0.3614286780357361)* (3408,0.3614286780357361)*
77: (2712,1.0479413270950317) (223,0.9404435157775879) (3219,0.9355576038360596) (3618,0.9117640256881714) (2706,0.8834481239318848) (2492,0.8693010210990906) (2959,0.8569692373275757) (2336,0.8424201011657715) (2692,0.8135854005813599) (2718,0.799203097820282) (3160,0.7919603586196899) (3203,0.7892250418663025) (2770,0.7889336943626404) (2710,0.7719040513038635) (2690,0.7659716010093689) (3510,0.7595600485801697) (2333,0.7584840655326843) (3157,0.7580353021621704) (858,0.7352686524391174) (2433,0.733893096446991)
78: (492,0.7218350172042847) (1057,0.6296690702438354) (2687,0.6101747155189514) (708,0.5857172012329102) (915,0.5711624622344971) (1186,0.5385362505912781) (2124,0.5312565565109253) (1125,0.5185582637786865) (261,0.5168921947479248) (272,0.5044925808906555) (45,0.4943701922893524) (2065,0.4895666241645813) (3261,0.4842034876346588) (187,0.48390278220176697) (1966,0.4781215786933899) (2110,0.472565621137619) (1885,0.4558064043521881) (3129,0.45570826530456543) (1096,0.45541393756866455) (68,0.4491621255874634)
79: (1480,0.5509514212608337) (2858,0.5330024361610413) (3618,0.4923645853996277) (3952,0.48404303193092346) (2901,0.47359591722488403) (3751,0.472940057516098) (2132,0.47094273567199707) (3718,0.4708106219768524) (2912,0.4675133228302002) (999,0.46410709619522095) (2594,0.4636680781841278) (893,0.461993008852005) (2692,0.4618110954761505) (556,0.45958638191223145) (3936,0.45878344774246216) (1914,0.4515785574913025) (3578,0.44938474893569946) (2173,0.4487994313240051) (392,0.444108784198761) (994,0.4415036737918854)
80: (527,0.44426101446151733)* (527,0.44426101446151733)* (318,0.43054676055908203) (2294,0.41329503059387207) (2294,0.41329503059387207) (225,0.3877200782299042) (150,0.37922513484954834) (2858,0.3759936988353729) (708,0.36916524171829224) (3578,0.3458787500858307) (3510,0.3424745500087738) (648,0.3410798907279968) (1914,0.337320476770401) (1246,0.3362944424152374) (261,0.3348405659198761) (3753,0.3347216546535492) (1183,0.32902753353118896) (257,0.3284698724746704) (969,0.3270747661590576) (2297,0.32317766547203064)
81: (1162,0.5507815480232239) (1189,0.5308511853218079) (1217,0.5180177092552185) (1945,0.5090225338935852) (921,0.49951112270355225) (3091,0.490355908870697) (2202,0.48829400539398193) (2303,0.47791117429733276)* (1238,0.47767236828804016) (2132,0.47758975625038147) (915,0.47182008624076843) (3338,0.4436607360839844) (928,0.44333595037460327) (1944,0.44296783208847046) (946,0.44120800495147705) (3075,0.44107919931411743) (1103,0.44094595313072205) (3038,0.4377593696117401) (949,0.43689143657684326) (3789,0.43671149015426636)
82: (1459,0.5542004704475403) (1573,0.5164416432380676) (2858,0.506999135017395)* (150,0.4858698844909668)* (628,0.46807846426963806)* (2561,0.4421844780445099) (2811,0.4286639392375946) (2028,0.42722442746162415) (22,0.4269358217716217) (1619,0.4267643988132477) (3257,0.42621010541915894) (225,0.42244184017181396) (3236,0.4209761619567871) (3178,0.41161048412323) (1480,0.4099901616573334) (380,0.4062579870223999) (1610,0.4061226546764374)* (163,0.40585237741470337) (110,0.40486985445022583)* (1914,0.4022377133369446)
83: (2687,0.6124272346496582) (2858,0.5701497197151184) (3157,0.5497971177101135) (2485,0.536785364151001) (3203,0.5282132029533386) (2572,0.516470193862915) (2546,0.509326159954071) (2392,0.5091164112091064) (3219,0.48695600032806396) (3285,0.48677361011505127) (3453,0.48494163155555725) (837,0.482269287109375) (3824,0.4805409014225006) (2581,0.47475379705429077) (2574,0.4718000888824463) (2491,0.4693860709667206) (1848,0.4692949056625366) (2694,0.46729353070259094) (3565,0.4642798602581024) (2294,0.46079254150390625)
84: (2858,0.658603310585022)* (2571,0.6152770519256592)* (1387,0.5999056696891785) (2028,0.581444263458252)* (589,0.5671906471252441) (1242,0.5635697841644287) (3752,0.5577042698860168) (3753,0.5509055852890015) (3785,0.5500879287719727) (3285,0.544157862663269) (1036,0.5354680418968201) (1221,0.5304427146911621) (858,0.5200406312942505) (1210,0.5123668313026428)* (3617,0.5075253844261169) (2762,0.5019448399543762) (1476,0.48120778799057007) (2959,0.4781608581542969) (3869,0.47422945499420166) (1215,0.4741213917732239)*
85: (3752,0.9166239500045776) (3484,0.9039206504821777) (3316,0.8961195349693298) (3285,0.8922092914581299) (3326,0.8912886381149292) (3177,0.8554015755653381) (3797,0.8549008965492249) (3646,0.8495756983757019) (2605,0.8454435467720032) (3511,0.8360756635665894) (3579,0.8235255479812622) (2762,0.8176534175872803) (3821,0.8074133992195129) (3616,0.8018909692764282) (3578,0.7805259823799133) (3618,0.7787449955940247) (3898,0.7668967843055725) (2694,0.7664492130279541) (3861,0.764708399772644) (2840,0.7631995677947998)
86: (2687,0.7212404012680054) (276,0.5836822986602783) (318,0.5736533403396606) (917,0.5577917098999023) (527,0.5339418053627014) (527,0.5339418053627014) (2294,0.5233864784240723) (2294,0.5233864784240723) (691,0.5181981325149536) (1022,0.5087834000587463) (3299,0.5078697204589844) (289,0.5054841041564941) (2152,0.4982839822769165) (261,0.49502629041671753) (2497,0.4929548501968384) (708,0.48944371938705444) (1353,0.4830112159252167) (1018,0.48263537883758545) (468,0.4823700487613678) (1367,0.48198071122169495)
87: (3753,0.5696954131126404) (1036,0.5575123429298401) (3578,0.5537329912185669)* (1242,0.527929961681366) (2948,0.527633011341095) (527,0.5145201086997986) (527,0.5145201086997986) (1101,0.5129374861717224) (3256,0.5062628984451294) (858,0.5037745237350464) (3879,0.49790650606155396) (1954,0.49776139855384827)* (1287,0.49735721945762634) (1287,0.49735721945762634) (1221,0.49278879165649414) (2858,0.4908698797225952) (2916,0.47504284977912903) (2115,0.4749094843864441) (2628,0.4717649817466736) (2353,0.4675125479698181)
88: (1186,0.5554324388504028) (921,0.4596320688724518) (2132,0.45838072896003723) (615,0.4552496671676636) (1096,0.4547160565853119) (1189,0.44686615467071533) (1103,0.43990951776504517) (915,0.43579286336898804) (1244,0.4355788230895996) (492,0.4355267286300659) (2303,0.4002576768398285) (2065,0.398539662361145) (949,0.39687249064445496) (3546,0.3964634835720062) (971,0.3877997100353241) (272,0.3876437544822693) (2110,0.3858528137207031) (3011,0.3856753408908844) (1131,0.38521608710289) (1264,0.3833267092704773)
89: (318,0.6092396378517151) (2858,0.5549431443214417) (2762,0.5494899153709412) (1617,0.5372591614723206) (593,0.5267933011054993) (110,0.5045496821403503) (920,0.4812840521335602)* (1573,0.47619783878326416) (150,0.4738938510417938) (2571,0.46778643131256104) (589,0.4594203233718872) (1036,0.45766541361808777) (1387,0.4553520083427429) (608,0.4539104402065277) (288,0.45195406675338745) (3753,0.44604742527008057) (3578,0.4455580711364746) (858,0.44407710433006287) (260,0.43652278184890747) (356,0.43574291467666626)
